Reaction,CT_Span,Disease_Span,SpanDiff,FSR,AbsDistToCT,Direction,RegulationStatus
AD_10FTHF7GLUtl,0.000181068862366204,0.000383427778160694,0.00020235891579449,2.11757987071917,1.11757987071917,Up,Upregulated
AD_10FTHF7GLUtm,0.000161549548017697,0.000181191231348521,1.96416833308241e-05,1.12158302868586,0.121583028685865,Up,Unchanged
AD_10FTHFtl,0.000181068862366204,0.000383427447900431,0.000202358585534226,2.11757804677076,1.11757804677076,Up,Upregulated
AD_13DAMPPOX,7.02424062207604e-05,0.00030602217169573,0.00023577976547497,4.35665843698396,3.35665843698396,Up,Upregulated
AD_2HBO,0.00353762956785886,0.038582269474432,0.0350446399065731,10.9062491519664,9.90624915196642,Up,Upregulated
AD_2HBt2,1990.00353473869,2000,9.99646526131073,1.00502334045483,0.00502334045483166,Up,Unchanged
AD_34DHOXPEGOX,4.34809056824327e-05,0.00120606713187499,0.00116258622619256,27.7378567199962,26.7378567199962,Up,Upregulated
AD_34DHOXPEGt,4.34809056824327e-05,0.00120606713187499,0.00116258622619256,27.7378567199962,26.7378567199962,Up,Upregulated
AD_34HPPOR,4.9680787469697e-05,0.00110519476186255,0.00105551397439285,22.2459187575613,21.2459187575613,Up,Upregulated
AD_3DSPHR,0.00201553007212851,0.00496534285868044,0.00294981278655193,2.46354193735088,1.46354193735088,Up,Upregulated
AD_3HBCDm,0,-7.95807864051312e-13,-7.95807864051312e-13,NaN,NaN,Unchanged,Unchanged
AD_3HBCOAHLm,0.00060885246054454,0.043405470576829,0.0427966181162844,71.290621931639,70.290621931639,Up,Upregulated
AD_3HLYTCL,8.85993606800639e-05,0.00505794507843405,0.00496934571775398,57.0878281695339,56.0878281695339,Up,Upregulated
AD_3M4HDXPAC,6.96895205138436e-05,0.000628506914722493,0.00055881739420865,9.01867181878002,8.01867181878002,Up,Upregulated
AD_3MLDAt,0.000151920708918637,0.000610999632726816,0.00045907892380818,4.02183242216205,3.02183242216205,Up,Upregulated
AD_3MOBt2im,0.000608852438837589,0.0433948271118538,0.0427859746730162,71.2731432836215,70.2731432836215,Up,Upregulated
AD_3MOPt2im,0.000936661480693601,0.0029919993180556,0.002055337837362,3.19432300753952,2.19432300753952,Up,Upregulated
AD_3MOXTYROX,6.96895688068854e-05,0.000628506404680707,0.000558816835873821,9.01865825030918,8.01865825030918,Up,Upregulated
AD_3SALACBOXL,0.000102135020597416,0.00260366003937929,0.00250152501878187,25.492333816058,24.492333816058,Up,Upregulated
AD_3SALAOX,3.44687822206868e-05,0.001003910110569,0.000969441328348308,29.1251981036477,28.1251981036477,Up,Upregulated
AD_41R1H2MAE12BOOX,4.18393610054498e-05,0.000719776821640039,0.000677937460634589,17.2033416463096,16.2033416463096,Up,Upregulated
AD_41R2A1H12BOOX,4.34809038779349e-05,0.0012060513391674,0.00116257043528947,27.7374946609478,26.7374946609478,Up,Upregulated
AD_42A12BOOX,7.39486509928611e-05,0.00166332734846719,0.00158937869747433,22.493004620568,21.493004620568,Up,Upregulated
AD_4HGLSDm,666.948723983154,1000,333.051276016846,1.49936563942696,0.499365639426964,Up,Unchanged
AD_4HOXPACDOX_NADP_,0.000164103001926028,0.00144428326632351,0.00128018026439748,8.8010776730004,7.8010776730004,Up,Upregulated
AD_4MOPt2im,0,0.00232526472791506,0.00232526472791506,NaN,NaN,Unchanged,Unchanged
AD_4PYRDX,0.000138576681824734,0.000754395376816319,0.000615818694991585,5.44388397010724,4.44388397010724,Up,Upregulated
AD_5AOPtm,0.00017361888498412,0.000817306634871784,0.000643687749887663,4.70747542784033,3.70747542784033,Up,Upregulated
AD_5HLTDL,6.57073528600449e-05,0.00114319905151206,0.00107749169865201,17.3983428300185,16.3983428300185,Up,Upregulated
AD_5HOXINDACTO2OX,0.000192845523327767,0.00929266748036639,0.00909982195703862,48.1871049947695,47.1871049947695,Up,Upregulated
AD_5HOXINOXDA,6.57073528600449e-05,0.00114319905151206,0.00107749169865201,17.3983428300185,16.3983428300185,Up,Upregulated
AD_5MTHFt2,2000,0.00117218752630777,-1999.99882781247,5.86093763153883e-07,0.999999413906237,Down,Downregulated
AD_7DHFtl,0.000167680663702618,0.000284759211628701,0.000117078547926083,1.69822330935976,0.69822330935976,Up,Unchanged
AD_7DHFtm,0.000167601655927801,0.000284738000156419,0.000117136344228617,1.69889729657013,0.69889729657013,Up,Unchanged
AD_7THFtm,0.000170603034613729,0.000314419610052912,0.000143816575439182,1.84298955036061,0.842989550360606,Up,Unchanged
AD_A4GALTg,5.00417859608585e-05,0.000221857002098128,0.00017181521613727,4.43343493518916,3.43343493518916,Up,Upregulated
AD_AACTOOR,0.000169443797117645,0.0644984662840784,0.0643290224869608,380.648140452714,379.648140452714,Up,Upregulated
AD_AACTtm,0.000169443797117645,0.0644984662840784,0.0643290224869608,380.648140452714,379.648140452714,Up,Upregulated
AD_ABUTt2rL,0.000300282441055395,0.00210628489139719,0.0018060024503418,7.01434584051696,6.01434584051696,Up,Upregulated
AD_ACACT10m,0.000936661111552439,0.0110714489404039,0.0101347878288514,11.8201223514595,10.8201223514595,Up,Upregulated
